Address,Read/Write,Soft Miss,Hard Miss,Hit,Dirty,Value
13F6,1,1,0,0,1,4949977
2E35,1,1,0,0,1,-844758
2AA1,0,1,0,0,0,69
3B62,0,1,0,0,0,82
D965,0,0,1,0,0,231
9779,0,1,0,0,0,74
A631,0,1,0,0,0,86
00FC,0,0,1,0,0,56
A63A,1,1,0,0,1,8136217
4003,0,1,0,0,0,188
17C9,0,1,0,0,0,5135532
52C7,0,1,0,0,0,69
42B9,0,1,0,0,0,79
100A,1,1,0,0,1,5678967
CA7C,0,1,0,0,0,210
382B,0,0,1,0,0,0
4E25,1,1,0,0,1,6641097
1167,1,0,1,0,1,-3082770
29E4,0,1,0,0,0,109
3758,0,1,0,0,0,179
77BC,0,1,0,0,0,160
5523,1,1,0,0,1,9541491
2EAE,0,1,0,0,0,213
CDE9,0,0,1,0,0,190
DA5A,0,1,0,0,0,118
2505,0,1,0,0,0,251
1A0B,0,1,0,0,0,169
C16F,0,0,1,0,0,192
7C25,0,1,0,0,0,131
4726,0,1,0,0,0,77
BD13,0,1,0,0,0,213
16A2,1,1,0,0,1,-171434
6AC3,0,1,0,0,0,75
F3F4,0,1,0,0,0,48
5D8B,1,0,1,0,1,-8051841
6119,0,1,0,0,0,100
91FF,0,1,0,0,0,70
BC43,1,1,0,0,1,1963940
C626,0,0,1,0,0,56
C469,0,1,0,0,0,175
5A96,0,0,1,0,0,174
9ADB,0,1,0,0,0,78
1164,0,1,0,0,0,54
35FE,0,0,1,0,0,142
5957,0,1,0,0,0,37
5C9F,0,1,0,0,0,138
77E7,0,1,0,0,0,14
FBE6,1,0,1,0,1,-7213822
8365,0,1,0,0,0,144
FE1D,0,1,0,0,0,179
29D3,0,1,0,0,0,30
184F,0,1,0,0,0,20
20E7,0,1,0,0,0,237
8FAF,1,1,0,0,1,-5661902
50F5,0,1,0,0,0,105
0AC7,0,1,0,0,0,36
90FA,0,1,0,0,0,113
BA9D,0,1,0,0,0,191
88B2,0,1,0,0,0,210
5722,0,1,0,0,0,182
458A,0,1,0,0,0,251
1FD7,1,1,0,0,1,1060708
B34F,0,1,0,0,0,149
5962,0,1,0,0,0,49
72EF,0,1,0,0,0,18
52A4,1,1,0,0,1,-9213026
A921,0,0,1,0,0,12
8ED9,0,0,1,0,0,38
EFBF,0,1,0,0,0,226
5A12,0,1,0,0,0,237
EA18,0,1,0,0,0,133
3762,0,1,0,0,0,166
02A2,0,1,0,0,0,197
D688,0,0,1,0,0,130
4EF6,0,1,0,0,0,71
EC0E,0,1,0,0,0,146
2E8D,0,1,0,0,0,240
BDC4,1,1,0,0,1,8311798
1158,0,1,0,0,0,64
0679,0,1,0,0,0,49
3CF8,1,1,0,0,1,-7798813
67D2,1,1,0,0,1,6004751
1980,0,1,0,0,0,210
85FA,1,1,0,0,1,1578849
FFCA,1,1,0,0,1,8028258
A267,0,0,1,0,0,99
130F,0,1,0,0,0,7
8DEA,1,1,0,0,1,-4612051
47EC,0,1,0,0,0,126
6D1D,0,1,0,0,0,179
453D,0,1,0,0,0,12
A010,1,0,1,0,1,-5585044
20D8,0,1,0,0,0,213
6EF6,0,1,0,0,0,160
D1CD,0,1,0,0,0,90
A076,0,1,0,0,0,126
AE59,0,1,0,0,0,73
8C23,0,1,0,0,0,11
258F,0,1,0,0,0,27
0A07,1,1,0,0,1,-4676344
1AC9,0,1,0,0,0,107
90C0,0,1,0,0,0,36
0FBD,0,1,0,0,0,191
8AF8,1,1,0,0,1,3153257
C462,0,1,0,0,0,251
610B,0,1,0,0,0,186
8467,0,1,0,0,0,106
73AD,1,1,0,0,1,-5486182
265F,0,1,0,0,0,27
6B72,0,1,0,0,0,196
868C,0,1,0,0,0,200
E3AE,0,1,0,0,0,73
0A4C,0,1,0,0,0,213
53A5,0,1,0,0,0,157
C67F,0,1,0,0,0,140
6077,0,1,0,0,0,70
B281,0,1,0,0,0,136
BE1A,0,1,0,0,0,156
D220,0,1,0,0,0,45
00F1,0,1,0,0,0,130
D275,0,1,0,0,0,87
9AF6,0,1,0,0,0,203
33FA,0,1,0,0,0,171
5F1E,0,0,1,0,0,176
6D8A,0,1,0,0,0,169
6287,0,1,0,0,0,141
1923,0,1,0,0,0,26
B942,0,1,0,0,0,243
1188,0,1,0,0,0,192
DC46,0,1,0,0,0,201
A695,1,1,0,0,1,-1102732
F545,1,1,0,0,1,8394020
6649,1,1,0,0,1,-8998592
5282,1,1,0,0,1,-4803029
8C7A,0,1,0,0,0,128
1812,0,1,0,0,0,235
D0B5,0,1,0,0,0,150
FCA0,1,1,0,0,1,129002
7E06,0,1,0,0,0,76
D158,1,1,0,0,1,4709423
7717,0,1,0,0,0,247
75FD,0,1,0,0,0,123
CF6B,0,1,0,0,0,236
E23A,0,0,1,0,0,193
2B4B,1,1,0,0,1,-2925866
7C49,0,1,0,0,0,163
8C90,0,1,0,0,0,143
9D1D,0,1,0,0,0,49
BD0E,0,1,0,0,0,32
72C3,0,1,0,0,0,149
0BFE,0,0,1,0,0,228
626E,0,1,0,0,0,210
CC80,0,0,1,0,0,213
0679,0,1,0,0,0,49
6366,0,1,0,0,0,132
A1C4,0,1,0,0,0,177
1718,0,1,0,0,0,226
EDC4,1,0,1,0,1,1802810
5B9D,0,1,0,0,0,79
6247,0,1,0,0,0,220
96C1,0,1,0,0,0,210
EFC4,0,1,0,0,0,99
AD9B,1,0,1,0,1,628512
9B38,1,1,0,0,1,-3013172
9906,1,1,0,0,1,6181816
6671,0,1,0,0,0,225
C3F4,1,1,0,0,1,9604587
3000,0,1,0,0,0,70
F185,0,1,0,0,0,199
EB76,0,1,0,0,0,150
69D3,0,1,0,0,0,4
D302,1,1,0,0,1,-1229993
CB8B,1,1,0,0,1,-7518437
FA5B,0,1,0,0,0,200
B75E,0,1,0,0,0,200
82A8,0,1,0,0,0,203
CE66,0,0,1,0,0,217
BF98,0,1,0,0,0,204
8034,0,1,0,0,0,25
A0BA,0,1,0,0,0,160
0778,1,1,0,0,1,1028788
8EA8,0,1,0,0,0,254
6CBA,0,1,0,0,0,218
FA8C,0,1,0,0,0,21
7F0D,0,1,0,0,0,15
E44E,0,1,0,0,0,143
CB31,1,1,0,0,1,-7891544
407D,0,1,0,0,0,218
7729,0,1,0,0,0,171
3285,0,1,0,0,0,98
3CD5,0,1,0,0,0,189
2A6E,1,1,0,0,1,-678236
45DC,1,1,0,0,1,7199482
D3E7,0,1,0,0,0,211
4C8B,0,1,0,0,0,78
8F49,0,1,0,0,0,244
645B,0,0,0,1,0,33
49F2,0,1,0,0,0,55
7C30,0,1,0,0,0,17
718B,0,1,0,0,0,197
C7F2,1,1,0,0,1,9945479
4416,0,0,1,0,0,224
7056,0,1,0,0,0,232
F2CB,0,0,1,0,0,6
B92F,0,1,0,0,0,82
E50B,0,1,0,0,0,62
DD87,0,1,0,0,0,117
28B3,0,1,0,0,0,10
A88F,1,1,0,0,1,-177077
F7FE,0,1,0,0,0,128
36AE,1,1,0,0,1,6634209
ADCA,0,1,0,0,0,20
5FBD,0,1,0,0,0,109
C34A,0,1,0,0,0,238
0DA3,0,1,0,0,0,231
BD5E,0,1,0,0,0,92
D79D,1,1,0,0,1,2521346
77C1,0,1,0,0,0,80
5528,1,1,0,0,1,-3524136
1FCB,0,1,0,0,0,108
F517,0,1,0,0,0,218
55CB,0,1,0,0,0,228
E7B1,0,1,0,0,0,95
C8C9,0,1,0,0,0,162
8B89,0,1,0,0,0,36
E176,0,1,0,0,0,224
9B42,0,1,0,0,0,63
EE2B,0,1,0,0,0,182
FC2A,1,1,0,0,1,-9577299
49E2,0,1,0,0,0,9
384F,0,1,0,0,0,197
6947,0,1,0,0,0,115
8C2E,1,1,0,0,1,4565171
6542,0,1,0,0,0,129
272F,0,0,1,0,0,154
03EF,0,1,0,0,0,236
2CF4,0,1,0,0,0,16
6A88,0,1,0,0,0,165
6147,1,1,0,0,1,-3005323
79DD,0,1,0,0,0,46
F3AF,0,1,0,0,0,59
E45B,0,1,0,0,0,227
3A88,0,1,0,0,0,223
7BC9,0,1,0,0,0,162
B820,0,1,0,0,0,244
0EC6,0,1,0,0,0,52
791C,0,1,0,0,0,120
69F2,0,1,0,0,0,221
F374,0,1,0,0,0,209
CC1C,0,1,0,0,0,37
64F3,1,0,0,1,0,-3706606
62AE,1,1,0,0,1,4982443
BC5F,0,1,0,0,0,84
5E04,0,1,0,0,0,245
33CE,1,1,0,0,1,4521324
68EE,1,1,0,0,1,-4661694
6F59,0,0,1,0,0,237
F7CB,1,1,0,0,1,-5967496
7E04,1,1,0,0,1,6013981
E347,0,1,0,0,0,80
A581,0,1,0,0,0,66
7535,0,1,0,0,0,192
4855,0,1,0,0,0,23
DE28,1,1,0,0,1,-6325553
6CF7,0,1,0,0,0,124
8E38,0,1,0,0,0,1
A507,0,1,0,0,0,152
5BC3,0,1,0,0,0,87
EB46,0,1,0,0,0,237
74F0,0,1,0,0,0,254
CB6E,1,1,0,0,1,1796380
D3DE,1,1,0,0,1,-7266383
3173,0,1,0,0,0,230
8A9F,0,1,0,0,0,182
C39D,0,1,0,0,0,2521346
EF3B,0,1,0,0,0,92
C38B,0,1,0,0,0,177
1E5F,1,1,0,0,1,-3255210
BBA0,0,1,0,0,0,238
8062,1,1,0,0,1,-5548131
BB73,0,1,0,0,0,82
EF39,0,1,0,0,0,128
FFE9,0,1,0,0,0,53
61E4,0,1,0,0,0,155
F209,1,1,0,0,1,-7940710
5B6D,0,1,0,0,0,95
FAD9,0,1,0,0,0,88
6E27,0,1,0,0,0,49
31EE,0,1,0,0,0,42
24E8,0,1,0,0,0,249
E9DE,0,1,0,0,0,-7266383
747F,0,1,0,0,0,41
