Address,Read/Write,Soft Miss,Hard Miss,Hit,Dirty,Value
E280,1,0,1,0,1,4453926
7BD2,0,1,0,0,0,88
C955,0,0,1,0,0,81
6BEB,0,0,1,0,0,137
0837,0,0,1,0,0,39
40DA,1,0,1,0,1,-4223418
908A,1,0,1,0,1,8769462
5F0C,0,0,1,0,0,117
FBEC,1,0,1,0,1,2140778
2C39,0,0,1,0,0,129
388E,0,0,1,0,0,235
4DA7,0,0,1,0,0,195
4C97,0,1,0,0,0,70
4089,1,1,0,0,1,-6995597
DCB6,0,1,0,0,0,254
C173,0,0,1,0,0,17
0132,0,0,1,0,0,70
ED20,0,0,1,0,0,218
B5FB,0,1,0,0,0,91
3BF1,0,0,1,0,0,32
90D7,0,1,0,0,0,246
CCFA,0,0,1,0,0,130
2DC0,0,0,1,0,0,155
5808,0,1,0,0,0,6
D218,0,0,1,0,0,102
E9E4,0,0,1,0,0,176
27BE,1,0,1,0,1,7478895
4883,0,0,1,0,0,97
7667,0,1,0,0,0,187
3B79,0,1,0,0,0,30
9094,1,1,0,0,1,77083
D0DB,1,0,1,0,1,-4241771
E69C,0,0,1,0,0,2
8572,1,1,0,0,1,-1639212
009A,1,0,1,0,1,-2458277
B11D,0,1,0,0,0,146
BBEF,1,0,1,0,1,3259943
DEE6,0,0,1,0,0,85
23EB,0,0,1,0,0,205
E548,0,0,1,0,0,79
A909,0,1,0,0,0,237
8674,0,0,1,0,0,256
ED24,0,1,0,0,0,88
D706,0,0,1,0,0,243
5D2F,0,0,1,0,0,55
82B3,0,0,1,0,0,134
615B,0,0,1,0,0,19
97D5,0,0,1,0,0,183
F6D9,0,0,1,0,0,229
5823,0,1,0,0,0,238
7500,0,0,1,0,0,161
E054,0,0,1,0,0,184
49FF,0,0,1,0,0,41
FA1A,1,1,0,0,1,2977147
4043,0,1,0,0,0,164
3678,0,1,0,0,0,169
CF02,0,1,0,0,0,56
8356,0,0,1,0,0,224
7177,0,0,1,0,0,100
EC8E,0,0,1,0,0,147
E873,0,0,1,0,0,121
DE05,0,1,0,0,0,70
1D22,0,0,1,0,0,191
B0B6,0,1,0,0,0,242
72C2,1,0,1,0,1,9856928
6B0F,0,1,0,0,0,135
DDC5,0,0,1,0,0,18
15C1,0,1,0,0,0,215
9C8C,0,0,1,0,0,156
BF3B,0,0,1,0,0,248
AA58,1,0,1,0,1,-5536244
CDE0,0,0,1,0,0,191
5A8C,0,1,0,0,0,156
85E7,0,1,0,0,0,181
70AE,1,0,1,0,1,2046060
6530,0,0,1,0,0,53
14C7,0,1,0,0,0,153
AE00,0,1,0,0,0,76
1D73,1,1,0,0,1,440989
3991,0,0,1,0,0,170
AAA4,1,1,0,0,1,9666146
9ACE,0,0,1,0,0,132
CAA3,0,0,1,0,0,103
D3C7,0,0,1,0,0,197
2AA0,0,0,1,0,0,217
E3FA,0,0,1,0,0,162
4C12,0,1,0,0,0,55
0D41,0,0,1,0,0,94
E363,0,1,0,0,0,130
A2CD,0,1,0,0,0,214
224E,0,0,1,0,0,223
81A8,0,0,1,0,0,83
C576,1,0,1,0,1,-4574823
C95F,1,1,0,0,1,6545843
03E2,0,0,1,0,0,246
6FEA,0,0,1,0,0,198
5B37,1,0,1,0,1,2025830
49B2,0,1,0,0,0,203
3FE7,0,0,1,0,0,252
DEDE,0,1,0,0,0,26
CDF6,0,1,0,0,0,231
E0E4,0,1,0,0,0,83
FFB5,0,1,0,0,0,255
1DB8,0,1,0,0,0,176
4256,1,0,1,0,1,-9573081
33CF,0,1,0,0,0,6
73C3,0,0,1,0,0,171
4107,0,0,1,0,0,44
D4D0,1,0,1,0,1,-9976625
DF2F,0,0,1,0,0,40
AB82,1,0,1,0,1,-4892328
E462,0,0,1,0,0,132
2CF1,0,1,0,0,0,256
A9CD,0,1,0,0,0,85
4828,0,1,0,0,0,239
C862,0,0,1,0,0,226
0ED5,0,0,1,0,0,68
49C4,0,1,0,0,0,227
9266,1,0,1,0,1,-1750625
E6FA,0,1,0,0,0,214
71D1,0,1,0,0,0,69
376A,0,1,0,0,0,206
7424,1,1,0,0,1,-6069627
6B8E,1,1,0,0,1,-9201168
116B,0,0,1,0,0,110
31CA,0,0,1,0,0,66
D529,0,0,1,0,0,182
A735,0,0,1,0,0,145
370A,0,1,0,0,0,4
E4C8,0,1,0,0,0,193
354A,0,0,1,0,0,69
3CF5,1,0,1,0,1,-7384474
E0F7,0,1,0,0,0,206
517A,0,0,1,0,0,232
BFC1,0,1,0,0,0,144
8E55,0,0,1,0,0,191
D542,0,1,0,0,0,96
AF7B,0,0,1,0,0,151
332D,0,1,0,0,0,11
4CA3,1,1,0,0,1,-2779045
E6F7,0,1,0,0,0,221
167A,0,0,1,0,0,131
D769,0,1,0,0,0,228
92C3,0,1,0,0,0,196
4063,0,1,0,0,0,229
528A,0,1,0,0,0,93
447C,0,0,1,0,0,168
9A1E,0,1,0,0,0,86
3B34,0,1,0,0,0,233
4C64,0,1,0,0,0,242
F049,0,1,0,0,0,65
CA5C,0,1,0,0,0,85
0309,1,1,0,0,1,-3464627
254C,0,0,1,0,0,141
B2CF,0,1,0,0,0,228
35C9,0,1,0,0,0,245
3CE9,1,1,0,0,1,-9683075
42D4,0,1,0,0,0,124
EC50,0,1,0,0,0,83
9B4D,0,0,1,0,0,209
AE07,0,1,0,0,0,127
EA7E,1,0,1,0,1,-7052080
5EC1,0,1,0,0,0,14
5A78,0,1,0,0,0,224
06F5,0,1,0,0,0,152
3F01,0,1,0,0,0,93
46E5,1,0,1,0,1,8844274
A874,0,1,0,0,0,35
3996,0,1,0,0,0,238
0BFC,0,0,1,0,0,201
F910,0,0,1,0,0,187
D6C0,0,1,0,0,0,9
FB6F,0,1,0,0,0,191
2952,0,1,0,0,0,138
1D31,0,1,0,0,0,227
84C6,0,0,1,0,0,119
C8DF,0,1,0,0,0,236
5CBD,0,1,0,0,0,67
6B5A,0,1,0,0,0,110
8FDA,1,1,0,0,1,-2730804
7EEA,1,0,1,0,1,3243680
6561,0,1,0,0,0,46
4159,0,1,0,0,0,181
78CE,0,0,1,0,0,124
9976,0,0,1,0,0,106
7FEB,1,0,1,0,1,7469516
0C63,0,0,1,0,0,146
44AF,0,1,0,0,0,36
BA8A,0,1,0,0,0,176
A98B,0,1,0,0,0,75
BE82,0,0,1,0,0,229
BE83,0,0,0,1,0,242
98E8,0,0,1,0,0,54
38A4,0,1,0,0,0,231
AB6F,0,1,0,0,0,216
0998,1,0,1,0,1,-2204315
4E1C,0,0,1,0,0,82
97CB,0,1,0,0,0,150
BF81,0,1,0,0,0,177
444E,0,1,0,0,0,159
A691,0,0,1,0,0,153
D1FB,0,0,1,0,0,207
227C,0,1,0,0,0,79
B23B,0,1,0,0,0,188
BE0B,0,0,0,1,0,117
CD8E,1,1,0,0,1,-9714630
A394,0,1,0,0,0,67
0049,0,1,0,0,0,185
9FA4,0,0,1,0,0,33
FFBB,1,1,0,0,1,2895311
F099,0,1,0,0,0,68
1289,0,0,1,0,0,83
0E29,0,1,0,0,0,50
7406,0,1,0,0,0,183
A419,0,0,1,0,0,45
1214,0,1,0,0,0,126
588E,0,1,0,0,0,61
952C,0,1,0,0,0,162
4394,0,1,0,0,0,41
9316,0,0,1,0,0,201
8EB4,0,1,0,0,0,201
1C63,0,1,0,0,0,208
8CB9,0,1,0,0,0,239
3F1E,0,1,0,0,0,162
623C,0,0,1,0,0,132
8A61,0,0,1,0,0,187
2222,1,1,0,0,1,9076343
3E3C,1,1,0,0,1,1313727
B198,0,1,0,0,0,43
97DA,0,1,0,0,0,151
9B9E,0,1,0,0,0,254
CD1F,0,1,0,0,0,45
6A06,0,1,0,0,0,60
6E9D,0,0,1,0,0,140
D3AD,0,1,0,0,0,38
968B,1,0,1,0,1,2247108
CF40,1,1,0,0,1,8805459
56C1,0,0,1,0,0,40
E8AF,0,1,0,0,0,78
93BC,1,1,0,0,1,6801965
F8EC,0,0,1,0,0,86
0BA2,0,1,0,0,0,193
E8C8,0,1,0,0,0,59
9241,1,1,0,0,1,-880214
7689,0,1,0,0,0,88
13FB,0,0,1,0,0,159
FDF4,0,0,1,0,0,163
20CA,0,0,1,0,0,236
0BAD,0,1,0,0,0,247
4851,0,1,0,0,0,59
AD40,0,0,1,0,0,29
49E1,1,1,0,0,1,2379603
1BB5,0,0,1,0,0,209
C4F8,1,0,1,0,1,9318519
F153,0,0,1,0,0,25
B407,0,1,0,0,0,201
92A0,0,1,0,0,0,65
91FA,0,1,0,0,0,51
690A,1,1,0,0,1,8671696
1AA0,0,0,1,0,0,3
4A37,0,1,0,0,0,118
8137,0,1,0,0,0,3
F1E5,0,1,0,0,0,25
8A28,0,1,0,0,0,194
293B,0,1,0,0,0,35
FEA7,0,0,1,0,0,198
787F,0,1,0,0,0,99
1F87,0,0,1,0,0,250
0B30,0,1,0,0,0,178
2CDF,0,1,0,0,0,188
21B5,0,0,1,0,0,153
5C47,0,1,0,0,0,149
323B,0,0,1,0,0,11
37A7,1,1,0,0,1,549128
55DE,0,0,1,0,0,156
137A,0,1,0,0,0,190
9D94,1,0,1,0,1,9688323
B061,0,1,0,0,0,61
B024,0,0,0,1,0,1
7497,0,1,0,0,0,191
E079,0,1,0,0,0,5
636E,1,0,1,0,1,-1474716
0DED,1,1,0,0,1,-9655058
59FD,0,0,1,0,0,188
44E1,0,1,0,0,0,2379603
9DA5,1,1,0,0,1,6410206
B893,0,0,1,0,0,61
95F6,0,1,0,0,0,64
9536,0,0,0,1,0,83
E156,1,0,1,0,1,-8380674
14F3,0,1,0,0,0,176
23A5,0,1,0,0,0,240
D32F,1,1,0,0,1,-7822798
4224,1,1,0,0,1,1382751
DD91,1,1,0,0,1,3227134
FD3C,0,1,0,0,0,91
0D44,0,1,0,0,0,51
B355,1,0,1,0,1,-3768373
4AD7,0,1,0,0,0,174
9F68,0,1,0,0,0,137
5B18,1,1,0,0,1,513205
F03C,0,1,0,0,0,246
08DC,0,1,0,0,0,197
CDA9,0,1,0,0,0,43
E614,1,1,0,0,1,-7156431
DAE2,0,0,1,0,0,104
D6BF,0,1,0,0,0,255
3E58,0,1,0,0,0,156
E642,0,1,0,0,0,211
5F8A,0,1,0,0,0,95
9A1F,0,1,0,0,0,168
1081,1,0,1,0,1,1466160
354B,0,1,0,0,0,140
CB91,0,0,1,0,0,49
1EC1,1,0,1,0,1,-7686969
324E,0,1,0,0,0,126
7A71,0,0,1,0,0,160
00FC,0,1,0,0,0,159
3785,0,1,0,0,0,140
50A0,1,0,1,0,1,-8956990
6B51,0,1,0,0,0,220
2425,0,0,1,0,0,254
8641,0,1,0,0,0,80
A84C,0,1,0,0,0,245
31B9,0,1,0,0,0,212
3B93,0,1,0,0,0,73
C9D3,1,1,0,0,1,1734353
826C,1,1,0,0,1,-5226603
A287,0,1,0,0,0,197
9850,0,1,0,0,0,144
499E,1,1,0,0,1,4497414
8F48,0,1,0,0,0,203
1EF7,0,1,0,0,0,180
4055,0,1,0,0,0,-3768373
1A03,0,1,0,0,0,234
23BC,0,1,0,0,0,4
4A22,0,1,0,0,0,13
44A0,0,1,0,0,0,160
02FD,0,0,1,0,0,2
52AD,1,1,0,0,1,-5342921
6137,0,1,0,0,0,69
3055,1,0,1,0,1,9768296
F961,0,1,0,0,0,7
68B9,0,1,0,0,0,54
CE27,0,0,1,0,0,174
1B1B,0,1,0,0,0,205
2E18,0,0,1,0,0,85
F49C,1,0,1,0,1,7654390
60B4,0,0,1,0,0,206
9B3B,0,1,0,0,0,4
FC0F,0,1,0,0,0,98
0059,0,1,0,0,0,199
F0CC,0,1,0,0,0,224
A7C1,0,1,0,0,0,251
817B,0,1,0,0,0,14
6475,1,0,1,0,1,9829722
887D,1,0,1,0,1,-6659506
29D3,0,1,0,0,0,182
0AA0,0,0,1,0,0,30
7DBC,0,0,1,0,0,241
6B93,1,1,0,0,1,677810
AD33,0,1,0,0,0,116
6A3A,0,1,0,0,0,11
D600,0,1,0,0,0,40
86E7,0,1,0,0,0,251
840A,1,1,0,0,1,-6158201
E1D7,0,1,0,0,0,46
E272,0,1,0,0,0,86
73FD,1,1,0,0,1,3504458
9011,0,1,0,0,0,125
6821,0,1,0,0,0,193
5D9A,0,1,0,0,0,142
FECD,1,1,0,0,1,-25197
E0F2,1,1,0,0,1,-2710714
1A89,1,1,0,0,1,-5119176
81BC,0,1,0,0,0,7
CC32,0,1,0,0,0,157
637C,1,1,0,0,1,-7413779
256E,0,1,0,0,0,187
CF8D,1,1,0,0,1,-3747786
F137,0,1,0,0,0,15
7B6D,0,1,0,0,0,17
1C30,1,1,0,0,1,-2741432
EC63,0,1,0,0,0,113
4888,1,1,0,0,1,-3980937
C7FD,0,0,1,0,0,148
E85F,0,1,0,0,0,45
9B9A,0,1,0,0,0,110
F48C,0,1,0,0,0,185
16CC,1,1,0,0,1,2633952
19A6,0,0,1,0,0,6
9DE4,1,1,0,0,1,-322255
9E45,0,1,0,0,0,246
48ED,0,1,0,0,0,250
1486,0,1,0,0,0,6
E94B,0,1,0,0,0,40
186A,0,1,0,0,0,90
4BF6,0,0,1,0,0,37
4C55,0,1,0,0,0,154
D593,0,1,0,0,0,55
725A,0,1,0,0,0,43
6D92,0,0,1,0,0,53
6101,0,1,0,0,0,58
07D6,0,0,1,0,0,6
50F1,1,1,0,0,1,2344803
6E09,0,1,0,0,0,247
FCB9,0,1,0,0,0,24
9FD0,1,1,0,0,1,-6934462
0568,0,1,0,0,0,31
CD8C,0,1,0,0,0,185
01E1,0,1,0,0,0,94
F166,1,1,0,0,1,7922361
1B2B,0,1,0,0,0,13
CBDC,0,1,0,0,0,25
EEDC,0,0,1,0,0,233
45FC,0,1,0,0,0,65
8DC6,1,0,1,0,1,-3295420
B6EC,0,0,1,0,0,194
17D9,0,1,0,0,0,143
A64C,0,1,0,0,0,144
1E1A,0,1,0,0,0,0
1FE9,0,1,0,0,0,106
70AC,0,1,0,0,0,51
237C,0,1,0,0,0,210
C168,0,1,0,0,0,67
B330,0,1,0,0,0,212
3E22,1,1,0,0,1,3446082
2FA4,0,0,1,0,0,208
BD8B,1,1,0,0,1,-1258932
9071,0,1,0,0,0,237
29C3,0,1,0,0,0,174
7165,0,1,0,0,0,132
D659,0,1,0,0,0,142
2D02,0,1,0,0,0,46
9AA1,1,1,0,0,1,-9468075
64B1,0,1,0,0,0,108
79AC,0,1,0,0,0,60
1805,0,1,0,0,0,78
353F,0,1,0,0,0,162
BA54,0,1,0,0,0,190
EB9D,0,0,1,0,0,136
6127,0,1,0,0,0,237
CEC9,0,1,0,0,0,144
69DE,1,1,0,0,1,-9086232
45A4,0,1,0,0,0,235
8D10,0,1,0,0,0,189
17CA,0,1,0,0,0,3
3BC3,1,1,0,0,1,9726493
012B,0,1,0,0,0,96
7464,1,1,0,0,1,1335459
5871,0,1,0,0,0,202
A765,0,1,0,0,0,146
17CF,0,1,0,0,0,216
D562,1,1,0,0,1,8843697
C865,0,1,0,0,0,94
5022,0,1,0,0,0,57
1B23,0,1,0,0,0,29
C10E,1,1,0,0,1,-3705237
298A,0,1,0,0,0,250
174F,0,1,0,0,0,20
A704,0,1,0,0,0,223
CDFC,0,1,0,0,0,74
02F6,0,1,0,0,0,120
1EC9,0,1,0,0,0,190
DF55,0,1,0,0,0,36
1AFA,0,1,0,0,0,117
F2AD,0,0,1,0,0,81
F258,0,0,0,1,0,139
D0ED,0,1,0,0,0,223
1717,1,1,0,0,1,-2917739
039E,0,1,0,0,0,94
8661,1,1,0,0,1,5321875
F967,0,1,0,0,0,15
1E62,1,1,0,0,1,7259904
F3E5,0,0,1,0,0,39
2BFE,1,0,1,0,1,5752917
0597,0,1,0,0,0,163
7BDA,0,1,0,0,0,0
0D70,0,1,0,0,0,207
99CC,0,1,0,0,0,82
E628,0,1,0,0,0,12
4F8E,0,0,1,0,0,171
2130,0,1,0,0,0,211
C719,0,1,0,0,0,98
6496,0,1,0,0,0,247
700B,0,1,0,0,0,94
F7EA,1,1,0,0,1,-9644798
B6F0,0,1,0,0,0,200
1B84,0,1,0,0,0,75
5309,0,0,1,0,0,187
D058,0,1,0,0,0,100
2BE1,0,1,0,0,0,131
0C12,0,1,0,0,0,110
E557,0,1,0,0,0,29
D960,0,0,1,0,0,27
6321,0,1,0,0,0,118
2430,0,1,0,0,0,254
4A7B,0,1,0,0,0,93
DD58,0,1,0,0,0,183
E392,0,1,0,0,0,216
3E35,0,1,0,0,0,172
77B4,0,0,1,0,0,136
96E3,1,1,0,0,1,-7155831
EACD,0,1,0,0,0,246
0515,0,1,0,0,0,219
EB7D,1,1,0,0,1,-2281285
D030,0,1,0,0,0,96
05FF,0,1,0,0,0,249
E40B,0,1,0,0,0,175
C884,0,1,0,0,0,152
30CC,0,1,0,0,0,47
A123,1,1,0,0,1,-5431223
9AE7,0,1,0,0,0,64
B6D9,0,1,0,0,0,158
5C73,0,1,0,0,0,57
CAB7,0,1,0,0,0,74
DC9D,0,1,0,0,0,136
AF88,0,1,0,0,0,224
9F9C,0,1,0,0,0,234
3CB3,0,1,0,0,0,10
F3F5,0,1,0,0,0,30
02E4,0,1,0,0,0,66
1159,0,1,0,0,0,114
43CD,0,1,0,0,0,32
3E58,0,1,0,0,0,156
9527,0,0,0,1,0,83
C10C,1,1,0,0,1,-4733994
0999,0,1,0,0,0,126
A9D0,0,1,0,0,0,173
C4B1,0,1,0,0,0,208
F842,0,1,0,0,0,132
9273,0,1,0,0,0,183
88E4,1,1,0,0,1,3055417
98E9,0,1,0,0,0,48
879E,0,0,1,0,0,158
4799,0,0,1,0,0,5
384C,1,1,0,0,1,5942542
19AA,0,1,0,0,0,176
6ECD,0,1,0,0,0,140
8442,0,1,0,0,0,202
E82F,1,1,0,0,1,4798191
EB48,0,1,0,0,0,190
B2A3,0,1,0,0,0,102
74AE,0,1,0,0,0,114
A0D6,0,0,1,0,0,140
03B9,0,1,0,0,0,70
739F,0,1,0,0,0,122
411D,0,1,0,0,0,169
752E,0,1,0,0,0,212
BD73,0,1,0,0,0,246
ABC7,0,1,0,0,0,213
0CA3,0,1,0,0,0,87
2F27,1,1,0,0,1,-5207515
218B,0,1,0,0,0,235
E9A2,0,1,0,0,0,4
2D09,0,1,0,0,0,111
5999,1,1,0,0,1,-6524038
C5DF,0,1,0,0,0,225
E3AD,0,1,0,0,0,207
9D38,0,1,0,0,0,65
D338,0,1,0,0,0,102
6FE3,0,1,0,0,0,46
29C9,0,1,0,0,0,241
433F,0,1,0,0,0,16
1174,0,1,0,0,0,231
A8C7,1,1,0,0,1,7821766
B796,0,1,0,0,0,173
39C1,0,1,0,0,0,169
D69D,0,1,0,0,0,180
548B,0,0,1,0,0,6
9663,0,1,0,0,0,51
8F76,0,1,0,0,0,0
7BA7,0,1,0,0,0,193
60C7,1,1,0,0,1,-6370139
7E70,0,1,0,0,0,166
52A4,0,1,0,0,0,52
1657,1,1,0,0,1,8687155
4125,0,1,0,0,0,149
F37F,0,1,0,0,0,25
1FAD,0,1,0,0,0,216
C735,0,1,0,0,0,215
D8B0,0,0,1,0,0,200
DC9B,0,1,0,0,0,35
1D46,0,1,0,0,0,80
2AAD,0,1,0,0,0,33
AC7B,1,0,1,0,1,-2237842
E068,0,1,0,0,0,229
683E,0,1,0,0,0,230
6B0E,0,1,0,0,0,138
234C,0,1,0,0,0,34
CC5F,0,1,0,0,0,116
4154,0,1,0,0,0,127
6D3A,0,1,0,0,0,137
FD0E,0,1,0,0,0,198
4C46,0,1,0,0,0,31
09B6,0,1,0,0,0,2
8C6B,0,1,0,0,0,200
D337,0,1,0,0,0,38
67C5,0,0,1,0,0,67
3B5B,0,1,0,0,0,167
2FA5,0,1,0,0,0,146
3490,0,0,1,0,0,126
8047,0,0,1,0,0,61
128E,0,1,0,0,0,115
EB32,0,1,0,0,0,196
B414,1,1,0,0,1,-9485092
4903,1,1,0,0,1,1279117
14CC,0,1,0,0,0,141
4B44,0,1,0,0,0,182
909F,0,1,0,0,0,51
C978,0,1,0,0,0,197
0659,0,1,0,0,0,48
639D,0,1,0,0,0,98
D249,0,1,0,0,0,27
AD74,0,1,0,0,0,31
93B3,0,1,0,0,0,215
0C5C,0,1,0,0,0,5
A12F,0,1,0,0,0,183
AD02,0,1,0,0,0,86
B2B2,0,1,0,0,0,203
3FB7,1,1,0,0,1,6146288
72C9,0,1,0,0,0,113
1C8D,1,1,0,0,1,5545580
CF51,0,1,0,0,0,209
3831,0,1,0,0,0,108
364E,0,1,0,0,0,219
EDAA,1,1,0,0,1,6850158
71E9,0,1,0,0,0,63
7E66,0,1,0,0,0,124
C8F9,0,1,0,0,0,231
E783,0,0,1,0,0,238
E8D3,0,1,0,0,0,30
6CE7,0,0,1,0,0,240
AB26,0,1,0,0,0,129
573E,0,1,0,0,0,230
7D4E,0,1,0,0,0,154
7054,0,1,0,0,0,38
8937,0,1,0,0,0,146
C54A,0,1,0,0,0,195
31EE,1,1,0,0,1,-716347
4E8B,0,1,0,0,0,148
BD7D,0,1,0,0,0,158
2D01,0,1,0,0,0,2
3298,0,1,0,0,0,243
EB05,0,1,0,0,0,208
2CD2,0,1,0,0,0,168
814B,0,1,0,0,0,161
4113,0,1,0,0,0,239
A0C9,0,1,0,0,0,219
9021,1,1,0,0,1,2459400
49D1,1,1,0,0,1,3045274
66A3,0,1,0,0,0,241
3357,0,1,0,0,0,42
EB93,0,1,0,0,0,186
965A,0,1,0,0,0,38
5C9E,0,1,0,0,0,11
1E3A,0,1,0,0,0,53
05D7,0,1,0,0,0,135
E5F8,0,1,0,0,0,165
AE73,0,1,0,0,0,148
D484,0,1,0,0,0,123
FD34,0,1,0,0,0,22
C94E,0,1,0,0,0,145
7C70,0,1,0,0,0,178
EC0D,1,1,0,0,1,-8747025
B49E,0,1,0,0,0,228
91DA,0,1,0,0,0,32
71FB,0,1,0,0,0,93
CFCE,1,1,0,0,1,2983973
6E05,0,1,0,0,0,145
B269,1,1,0,0,1,7488526
DFC6,0,1,0,0,0,256
2B83,0,1,0,0,0,47
F442,0,1,0,0,0,118
C9E0,0,1,0,0,0,214
A651,1,1,0,0,1,-7426751
5F7E,0,1,0,0,0,64
F8A0,0,1,0,0,0,71
B662,0,1,0,0,0,82
55DA,0,1,0,0,0,28
4CEA,0,1,0,0,0,242
32B2,0,1,0,0,0,86
B6CD,0,1,0,0,0,113
2844,1,1,0,0,1,3525338
437D,0,1,0,0,0,233
28DD,0,1,0,0,0,59
B0F7,0,0,0,1,0,219
B5C0,1,1,0,0,1,-3283731
3E0B,0,1,0,0,0,211
2BB6,0,1,0,0,0,79
8227,0,1,0,0,0,234
2D06,0,1,0,0,0,191
9511,0,0,0,1,0,41
C766,1,1,0,0,1,-5319632
3F9D,0,1,0,0,0,92
F139,0,1,0,0,0,215
25E0,0,1,0,0,0,56
EB64,0,1,0,0,0,84
AF18,0,1,0,0,0,163
6C89,0,1,0,0,0,45
C969,0,1,0,0,0,185
AEAF,0,1,0,0,0,32
6427,1,1,0,0,1,-2119238
4B49,1,1,0,0,1,-5427349
5669,0,1,0,0,0,33
4C40,0,1,0,0,0,168
0DE3,0,1,0,0,0,255
5BFF,0,1,0,0,0,254
B108,0,1,0,0,0,159
79D5,0,1,0,0,0,4
6206,0,1,0,0,0,217
D8C9,0,1,0,0,0,113
D478,1,1,0,0,1,-2858662
E330,0,1,0,0,0,251
E738,0,1,0,0,0,180
5359,0,1,0,0,0,48
456A,0,1,0,0,0,137
E569,1,1,0,0,1,-9987163
E217,0,1,0,0,0,78
003C,0,1,0,0,0,233
B438,0,1,0,0,0,1
6099,0,1,0,0,0,97
19CC,0,1,0,0,0,129
D715,0,1,0,0,0,19
C43E,0,1,0,0,0,182
1C91,0,1,0,0,0,149
457B,0,1,0,0,0,154
A6AB,1,1,0,0,1,5215345
E8E8,1,1,0,0,1,9468115
358D,0,1,0,0,0,37
E120,0,1,0,0,0,41
90B4,1,1,0,0,1,-385552
8710,0,1,0,0,0,199
55CD,0,1,0,0,0,129
C36D,0,0,1,0,0,1
5F15,1,1,0,0,1,9791508
BF59,1,1,0,0,1,-551168
CD79,1,1,0,0,1,-5641548
E9B2,0,1,0,0,0,125
EECA,0,1,0,0,0,249
EEDE,1,0,0,1,0,5350637
E953,0,1,0,0,0,112
5159,0,1,0,0,0,44
9368,0,1,0,0,0,6
0828,0,1,0,0,0,177
27D8,0,1,0,0,0,153
AA20,0,1,0,0,0,253
6C26,0,1,0,0,0,107
AE89,1,1,0,0,1,8082777
CA66,1,1,0,0,1,-4081652
B66E,0,1,0,0,0,205
48DF,0,1,0,0,0,118
506A,0,1,0,0,0,248
0BDF,0,1,0,0,0,87
557C,0,1,0,0,0,123
6427,0,1,0,0,0,103
9AA5,0,1,0,0,0,149
864A,1,1,0,0,1,-4276967
7862,0,1,0,0,0,67
726C,0,1,0,0,0,85
5ECC,0,1,0,0,0,19
403F,0,1,0,0,0,91
F609,0,1,0,0,0,233
C86D,0,1,0,0,0,122
02EA,0,1,0,0,0,191
DEB5,0,1,0,0,0,24
DB76,0,0,1,0,0,136
D115,0,1,0,0,0,213
8A5C,0,1,0,0,0,161
4F3A,0,1,0,0,0,183
0CD9,0,1,0,0,0,14
1140,1,1,0,0,1,750289
