Address,Read/Write,Soft Miss,Hard Miss,Hit,Dirty,Value
D9D3,0,0,1,0,0,62
7FBE,0,1,0,0,0,199
4104,0,0,1,0,0,165
B198,0,1,0,0,0,36
F76B,0,0,1,0,0,179
8436,0,0,1,0,0,15
B2AA,0,0,1,0,0,108
4D92,0,0,1,0,0,51
12C1,0,1,0,0,0,252
E66D,0,0,1,0,0,118
7836,0,0,1,0,0,235
4801,0,0,1,0,0,161
04D2,0,0,1,0,0,1
4C5E,0,0,1,0,0,11
5230,0,1,0,0,0,74
94B8,1,0,1,0,1,3522367
C37B,0,1,0,0,0,151
CE66,0,1,0,0,0,171
9562,1,1,0,0,1,-2647845
809E,0,0,1,0,0,242
4FEF,0,1,0,0,0,206
730C,0,0,1,0,0,57
0073,0,1,0,0,0,3
A79A,0,1,0,0,0,137
DA55,0,1,0,0,0,167
75E5,0,0,1,0,0,90
E1B9,0,1,0,0,0,15
9649,0,0,1,0,0,108
EE00,1,0,1,0,1,5440110
CD5F,0,0,1,0,0,103
5ED7,0,0,1,0,0,165
079F,1,0,1,0,1,2804661
B372,0,0,1,0,0,129
4D7A,0,1,0,0,0,25
5FAA,0,0,1,0,0,7
ACE5,0,1,0,0,0,235
1FF4,0,0,1,0,0,235
8DC1,0,1,0,0,0,116
3DCA,0,1,0,0,0,62
90D8,0,1,0,0,0,58
A49E,0,1,0,0,0,88
B8DD,0,1,0,0,0,147
8604,0,0,1,0,0,3
5C8C,0,0,1,0,0,101
C18A,1,1,0,0,1,-8673421
39AD,1,0,1,0,1,2632557
2C5C,0,1,0,0,0,253
AC22,1,1,0,0,1,-5494097
06A7,0,0,1,0,0,2
FBBB,0,0,1,0,0,163
1DB4,1,1,0,0,1,-5667966
8F93,0,1,0,0,0,38
3099,0,0,1,0,0,240
5E7F,0,1,0,0,0,48
5559,0,0,1,0,0,53
A55F,0,1,0,0,0,33
6939,0,0,1,0,0,244
3C90,1,0,1,0,1,309739
C5A6,1,0,1,0,1,-9475947
6855,0,0,1,0,0,45
3501,0,0,1,0,0,104
76CD,0,1,0,0,0,17
582A,0,1,0,0,0,76
C5FB,0,1,0,0,0,109
0A81,0,1,0,0,0,110
E0EB,0,1,0,0,0,146
A04B,1,0,1,0,1,-214332
EC4D,0,0,1,0,0,103
8ED0,1,1,0,0,1,-4444611
BC9A,1,0,1,0,1,226010
A9C0,0,1,0,0,0,147
32B0,0,0,1,0,0,19
B31A,1,1,0,0,1,8586403
FE5A,0,1,0,0,0,220
57B1,0,0,1,0,0,255
F932,1,0,1,0,1,5308331
6E06,0,0,1,0,0,242
E378,0,1,0,0,0,195
B36C,0,1,0,0,0,206
5071,0,0,1,0,0,225
D5CD,0,0,1,0,0,12
A282,0,0,1,0,0,188
408E,0,1,0,0,0,147
FE48,0,1,0,0,0,78
D671,1,1,0,0,1,-2281068
BC91,0,1,0,0,0,81
2888,1,1,0,0,1,8443528
0474,0,1,0,0,0,106
E2C2,0,0,1,0,0,213
51B7,1,0,1,0,1,-1184850
C5D3,0,1,0,0,0,186
05A3,0,0,1,0,0,248
E3E6,0,1,0,0,0,75
E6C0,0,1,0,0,0,163
F388,0,1,0,0,0,175
751A,1,1,0,0,1,5630002
7B9D,0,0,1,0,0,92
93E2,1,0,1,0,1,-3907098
F6DB,0,0,1,0,0,99
6F13,0,0,1,0,0,233
15BE,0,0,1,0,0,11
CBC7,0,1,0,0,0,224
B484,0,1,0,0,0,226
F249,0,0,1,0,0,215
8406,0,1,0,0,0,43
7E8D,1,0,1,0,1,-9200869
E06A,0,1,0,0,0,4
6F7F,0,1,0,0,0,21
F9FA,1,1,0,0,1,-6708456
84D7,0,1,0,0,0,38
33B4,0,1,0,0,0,220
166D,0,0,1,0,0,105
08F9,1,1,0,0,1,4715649
2D9F,0,0,1,0,0,153
A8E0,0,1,0,0,0,86
70E9,1,0,1,0,1,4722961
014F,0,0,1,0,0,215
D1C2,0,0,1,0,0,118
E1A2,0,1,0,0,0,49
2BB7,0,0,1,0,0,103
9E18,0,1,0,0,0,114
34C8,0,0,1,0,0,36
FA2A,0,1,0,0,0,207
417B,0,1,0,0,0,164
A7FC,0,1,0,0,0,130
4C7F,0,1,0,0,0,210
2FA4,0,1,0,0,0,124
36F2,0,1,0,0,0,205
2D92,0,1,0,0,0,220
4BA7,0,0,1,0,0,208
3398,1,1,0,0,1,-9324626
A530,0,1,0,0,0,160
91DB,0,0,1,0,0,114
A93F,0,1,0,0,0,199
6E16,0,1,0,0,0,102
9B40,0,0,1,0,0,45
13A6,0,1,0,0,0,172
4C1D,0,1,0,0,0,72
D278,0,1,0,0,0,95
6BDC,1,0,1,0,1,2037913
ADA7,0,0,1,0,0,184
0FE2,0,0,1,0,0,143
50CB,0,1,0,0,0,78
110C,0,0,1,0,0,172
9BC1,0,1,0,0,0,61
6A23,0,1,0,0,0,8
2B95,0,1,0,0,0,196
1040,0,0,1,0,0,173
89D2,1,1,0,0,1,-4082127
4067,0,1,0,0,0,156
759E,1,1,0,0,1,8675303
FE34,1,1,0,0,1,6698084
7F8B,0,1,0,0,0,221
5563,0,1,0,0,0,218
77C9,1,0,1,0,1,-8258967
1B10,1,0,1,0,1,-8849233
2B2F,1,1,0,0,1,6904965
3BEB,0,1,0,0,0,13
3267,1,1,0,0,1,7983330
5702,0,1,0,0,0,25
5CF5,0,1,0,0,0,65
ADA2,0,1,0,0,0,250
724E,0,0,1,0,0,131
E03B,0,1,0,0,0,147
CCD8,0,1,0,0,0,167
6811,0,1,0,0,0,220
D96D,1,1,0,0,1,9366344
9FEA,1,0,1,0,1,3574574
7340,1,1,0,0,1,9868983
30C3,0,1,0,0,0,188
AB43,0,0,1,0,0,55
5448,0,0,1,0,0,158
8847,0,0,1,0,0,217
AFCA,0,1,0,0,0,113
EA75,0,1,0,0,0,146
A25B,0,1,0,0,0,236
481E,1,1,0,0,1,1808898
045B,1,1,0,0,1,-5281611
8DA4,0,1,0,0,0,37
A4F1,0,1,0,0,0,173
8393,0,0,1,0,0,35
7C23,0,1,0,0,0,26
01D6,0,1,0,0,0,94
99CD,0,1,0,0,0,63
C94F,0,1,0,0,0,48
9CE8,0,0,1,0,0,197
E3D0,0,1,0,0,0,203
81B7,0,0,1,0,0,57
DE19,0,1,0,0,0,26
8909,0,1,0,0,0,174
F633,0,1,0,0,0,242
7C3E,0,1,0,0,0,105
F031,0,1,0,0,0,101
F799,0,1,0,0,0,240
6018,0,0,1,0,0,220
99DF,0,1,0,0,0,186
C291,0,0,1,0,0,240
F0F9,0,1,0,0,0,188
7923,0,1,0,0,0,86
E63D,1,1,0,0,1,-4146580
A863,0,1,0,0,0,188
6FB1,1,1,0,0,1,5261809
7E22,0,1,0,0,0,122
7607,0,1,0,0,0,66
F4E3,1,0,1,0,1,5036863
AB67,0,1,0,0,0,16
D55B,1,1,0,0,1,-1645624
4E9C,0,0,1,0,0,97
1DFF,0,1,0,0,0,142
3597,0,1,0,0,0,200
64BD,0,0,1,0,0,79
3957,0,1,0,0,0,190
B3F7,0,1,0,0,0,180
1517,0,1,0,0,0,5
411C,0,1,0,0,0,8
D1D4,0,1,0,0,0,172
E925,0,0,1,0,0,154
0B56,0,1,0,0,0,183
3747,1,1,0,0,1,-2523639
C865,0,1,0,0,0,237
B8B3,1,1,0,0,1,3071938
AA3A,0,1,0,0,0,137
307F,0,1,0,0,0,168
E739,0,0,1,0,0,75
E9F8,1,1,0,0,1,4783819
78E4,0,1,0,0,0,30
B1D8,0,1,0,0,0,228
6D35,0,1,0,0,0,233
F960,0,1,0,0,0,173
3C52,0,1,0,0,0,180
A9D2,0,1,0,0,0,251
3226,0,1,0,0,0,3
2A07,0,1,0,0,0,198
16F1,1,1,0,0,1,-3026012
504F,0,1,0,0,0,189
1C1A,1,1,0,0,1,-6645475
FF9B,0,0,1,0,0,100
7E4A,0,1,0,0,0,211
BC62,0,1,0,0,0,19
92C8,0,1,0,0,0,53
EE5F,0,1,0,0,0,62
10C9,0,1,0,0,0,168
F9A9,0,1,0,0,0,2
EB31,0,0,1,0,0,21
B58E,0,0,1,0,0,194
8AD9,0,1,0,0,0,131
E9F7,0,1,0,0,0,2
016A,0,1,0,0,0,213
FD9C,0,1,0,0,0,176
F766,0,1,0,0,0,23
B3AA,0,1,0,0,0,35
E8EB,1,1,0,0,1,5961223
6150,0,1,0,0,0,5
80E1,0,1,0,0,0,35
56C8,1,0,1,0,1,-8833056
F36C,1,1,0,0,1,5679121
0BD6,0,1,0,0,0,199
076A,1,1,0,0,1,-4973398
B78A,0,1,0,0,0,179
5C5A,0,1,0,0,0,64
54FE,1,1,0,0,1,8228721
5C91,0,1,0,0,0,132
D850,0,1,0,0,0,69
00FF,0,1,0,0,0,23
6231,0,1,0,0,0,84
F5D0,0,0,1,0,0,176
3AFF,0,0,1,0,0,45
5DD3,0,1,0,0,0,84
A730,0,1,0,0,0,210
C797,0,0,1,0,0,244
AAFF,0,1,0,0,0,240
3BB4,0,1,0,0,0,23
EC87,1,1,0,0,1,6143532
528D,1,1,0,0,1,-4296754
C134,1,1,0,0,1,5508804
490F,1,0,1,0,1,3137376
87C5,0,0,1,0,0,58
6302,0,0,1,0,0,55
6848,1,1,0,0,1,-5160164
A791,1,1,0,0,1,9686639
2731,0,0,1,0,0,61
D069,0,1,0,0,0,97
2B48,1,1,0,0,1,-36485
525A,0,1,0,0,0,121
67E8,0,0,1,0,0,253
8541,1,0,1,0,1,5602089
6937,0,1,0,0,0,54
6411,0,1,0,0,0,161
A19F,0,1,0,0,0,120
9C01,0,1,0,0,0,114
09CD,0,1,0,0,0,19
1C35,1,1,0,0,1,-7656648
2C7C,0,1,0,0,0,174
200F,0,0,1,0,0,254
CE19,0,1,0,0,0,184
DEBB,1,1,0,0,1,-6753618
FE8F,0,1,0,0,0,111
A2CD,0,1,0,0,0,19
9E81,0,1,0,0,0,48
2811,0,1,0,0,0,233
89E5,1,1,0,0,1,6821569
E16C,0,1,0,0,0,186
3C45,1,1,0,0,1,-7312128
F832,0,1,0,0,0,150
D862,1,1,0,0,1,9082749
FE39,0,1,0,0,0,220
4822,0,1,0,0,0,126
2782,0,1,0,0,0,116
F8E4,0,1,0,0,0,192
A273,0,1,0,0,0,149
6408,1,1,0,0,1,-4709691
CFF0,1,0,1,0,1,2882688
DE24,0,1,0,0,0,232
CA7E,0,1,0,0,0,150
632A,0,1,0,0,0,117
CBED,0,1,0,0,0,14
B17A,1,1,0,0,1,3387504
4FEA,0,1,0,0,0,85
C75B,1,1,0,0,1,-9781737
E40E,0,0,1,0,0,65
1259,0,1,0,0,0,79
D050,0,1,0,0,0,91
212F,0,0,1,0,0,97
97B1,1,0,1,0,1,9202545
15B9,0,1,0,0,0,159
ECBE,1,1,0,0,1,-3095237
E951,0,1,0,0,0,70
830F,1,1,0,0,1,-2180376
95CA,0,1,0,0,0,3
9CD4,0,1,0,0,0,145
0D30,0,0,1,0,0,136
2C3A,0,1,0,0,0,101
E722,0,1,0,0,0,215
046E,0,1,0,0,0,200
DBCF,0,0,1,0,0,33
E44D,0,1,0,0,0,211
4C2F,1,1,0,0,1,2223803
B028,1,0,1,0,1,-5874999
4396,0,1,0,0,0,57
25B1,0,1,0,0,0,176
7EAE,0,1,0,0,0,9
7AB6,0,0,1,0,0,123
6D0B,0,1,0,0,0,170
B49C,0,1,0,0,0,113
628B,0,1,0,0,0,217
74DB,0,1,0,0,0,53
6E96,0,1,0,0,0,115
9714,0,1,0,0,0,11
D7A8,0,1,0,0,0,19
2F4B,0,1,0,0,0,174
1B47,1,1,0,0,1,3696307
D8F3,0,1,0,0,0,240
0D22,0,1,0,0,0,6
1BD4,0,1,0,0,0,43
426F,0,0,1,0,0,196
DA9A,0,1,0,0,0,60
5FAE,1,1,0,0,1,-1738243
8CFC,0,0,1,0,0,132
B745,0,1,0,0,0,184
A27C,1,1,0,0,1,-1075895
BB02,0,0,1,0,0,51
9D82,0,0,1,0,0,30
B71A,0,1,0,0,0,30
2016,0,1,0,0,0,126
3CAD,0,1,0,0,0,212
3ECE,0,1,0,0,0,43
A572,0,1,0,0,0,56
6ED6,0,1,0,0,0,167
640E,0,1,0,0,0,85
6543,0,1,0,0,0,224
6B10,0,1,0,0,0,24
4A46,0,0,1,0,0,241
4790,0,1,0,0,0,201
FEEC,0,1,0,0,0,143
D4B8,1,0,1,0,1,6680362
A557,0,1,0,0,0,80
40A7,0,1,0,0,0,86
213C,1,1,0,0,1,9422782
E42C,0,1,0,0,0,29
234F,0,0,1,0,0,135
F386,0,1,0,0,0,176
8E4E,1,1,0,0,1,533218
AB4A,0,1,0,0,0,145
DD01,0,1,0,0,0,41
34F7,0,1,0,0,0,26
C3A5,1,1,0,0,1,5258336
CEFB,0,1,0,0,0,89
E5B2,0,0,1,0,0,165
2EE0,0,0,1,0,0,195
2B6C,0,1,0,0,0,126
0E68,0,1,0,0,0,55
FC4D,0,0,1,0,0,124
6FFF,0,1,0,0,0,165
A834,0,1,0,0,0,35
0887,0,1,0,0,0,19
4675,0,1,0,0,0,137
7A92,1,1,0,0,1,1377136
A3A6,1,0,1,0,1,-6637383
76A8,0,1,0,0,0,208
6E19,0,1,0,0,0,42
66BD,1,1,0,0,1,-4448481
5189,0,1,0,0,0,211
D651,1,1,0,0,1,-5381274
4571,0,0,1,0,0,103
AAC0,0,1,0,0,0,25
FFE9,0,1,0,0,0,66
F6A5,0,1,0,0,0,233
8466,0,1,0,0,0,19
704A,0,1,0,0,0,42
3E3E,0,1,0,0,0,35
F18F,1,0,1,0,1,8839171
E8F3,0,1,0,0,0,140
F4B2,1,1,0,0,1,-4804740
08E1,0,1,0,0,0,100
6F76,0,1,0,0,0,249
C7EA,0,1,0,0,0,162
03B0,0,0,1,0,0,113
8E7A,0,1,0,0,0,132
ED0A,0,0,1,0,0,9
95DE,0,1,0,0,0,117
56D6,0,1,0,0,0,130
DF42,0,0,1,0,0,236
DC8D,0,1,0,0,0,61
5742,0,1,0,0,0,204
C940,0,1,0,0,0,12
F9FF,0,1,0,0,0,59
0C35,0,0,1,0,0,77
3D1D,1,1,0,0,1,4476787
6EFC,0,1,0,0,0,185
B7A8,0,1,0,0,0,35
F9D2,0,1,0,0,0,113
5FD4,0,1,0,0,0,80
E80F,0,1,0,0,0,231
6C67,0,0,1,0,0,63
21FE,0,1,0,0,0,32
BA59,1,1,0,0,1,-1004255
E200,0,1,0,0,0,243
B9DA,0,0,1,0,0,135
5FE9,0,1,0,0,0,98
357A,0,1,0,0,0,133
4A2E,0,1,0,0,0,134
007B,1,1,0,0,1,9880518
321B,0,1,0,0,0,229
4BD5,0,1,0,0,0,93
DF6F,0,1,0,0,0,253
476D,0,1,0,0,0,235
EE8E,0,1,0,0,0,231
B8F3,0,1,0,0,0,165
22D6,0,1,0,0,0,2
3935,0,1,0,0,0,77
992A,0,1,0,0,0,85
DE5C,1,1,0,0,1,-1334000
980F,0,1,0,0,0,63
6913,0,1,0,0,0,138
BB5E,0,1,0,0,0,89
CB25,0,1,0,0,0,188
E5A7,1,1,0,0,1,-6994515
48EA,0,1,0,0,0,45
5F84,1,1,0,0,1,-7189081
40AA,1,1,0,0,1,-644146
4338,0,1,0,0,0,100
AE0C,1,0,1,0,1,-7199348
94CF,1,1,0,0,1,-6055072
17C8,0,0,1,0,0,252
C6BA,0,0,1,0,0,232
C575,1,1,0,0,1,8462124
0E8B,0,1,0,0,0,15
E4DD,0,1,0,0,0,207
A37A,0,1,0,0,0,134
EDCF,1,1,0,0,1,5980676
8E62,0,1,0,0,0,230
2848,0,1,0,0,0,75
68E5,0,1,0,0,0,129
5D29,0,1,0,0,0,188
6B0A,0,1,0,0,0,129
E897,0,1,0,0,0,124
84A6,0,1,0,0,0,170
D20D,0,1,0,0,0,246
AA45,0,1,0,0,0,217
DBC2,1,1,0,0,1,1182163
9DF5,0,1,0,0,0,137
BDB0,0,1,0,0,0,113
28C1,1,1,0,0,1,-1717441
3F41,0,0,1,0,0,79
F857,0,1,0,0,0,27
9DD9,0,1,0,0,0,81
259E,1,1,0,0,1,682863
3236,0,1,0,0,0,184
5D76,0,1,0,0,0,8
7A70,0,1,0,0,0,244
8972,0,1,0,0,0,129
7D48,0,0,1,0,0,131
C917,0,1,0,0,0,139
BAC7,0,1,0,0,0,239
16C6,0,1,0,0,0,152
8170,0,1,0,0,0,128
F0C6,1,1,0,0,1,8284512
1ED7,0,1,0,0,0,82
5586,0,1,0,0,0,224
5E54,1,1,0,0,1,-1580236
13AB,0,1,0,0,0,250
DB3A,0,1,0,0,0,147
B55F,0,1,0,0,0,223
0E1A,0,1,0,0,0,121
7409,1,1,0,0,1,5935607
32A1,0,1,0,0,0,29
3C04,0,1,0,0,0,229
2334,0,1,0,0,0,193
AC65,0,1,0,0,0,190
79B4,0,1,0,0,0,7
2893,0,1,0,0,0,154
4827,0,1,0,0,0,154
1E2C,0,1,0,0,0,73
F074,0,1,0,0,0,79
8BED,0,0,1,0,0,156
09DB,1,1,0,0,1,9103964
8276,0,1,0,0,0,65
3CEA,0,1,0,0,0,51
1D38,0,1,0,0,0,48
A144,0,1,0,0,0,70
95CC,0,1,0,0,0,52
9748,0,1,0,0,0,106
B67E,1,0,1,0,1,-3004837
5EF3,0,1,0,0,0,181
654C,0,1,0,0,0,204
54AE,0,1,0,0,0,116
F7B6,0,1,0,0,0,74
5184,0,1,0,0,0,21
EC58,0,1,0,0,0,100
6074,0,1,0,0,0,72
0721,0,1,0,0,0,149
82AB,1,1,0,0,1,6504192
FB6B,1,1,0,0,1,-4230976
BFA1,0,0,1,0,0,248
63C4,0,1,0,0,0,197
278D,1,1,0,0,1,-5072775
1181,0,1,0,0,0,17
A8DA,0,1,0,0,0,151
9299,0,1,0,0,0,246
820E,1,1,0,0,1,8227732
